FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
574774.txt,https://www.kevinsfinejewelry.com,32,www.kevinsfinejewelry.com,25,0,com,100,1,0.5229071,0.053024258,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1548,4088,1,kevinsfinejewelry,100,100,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,109,14,31,95,10,9,1
21867.txt,https://www.thesmokinggun.com,28,www.thesmokinggun.com,21,0,com,100,1,0.5229071,0.056408822,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,670,2106,1,thesmokinggun,100,100,1,0,0,0,0,1,0,3,0,1,1,1,0,0,0,0,1,13,2,9,61,3,26,1
143930.txt,https://www.giverny.org,22,www.giverny.org,15,0,org,100,1,0.0799628,0.054413862,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,558,281,1,giverny,100,100,1,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,1,18,1,5,7,0,4,1
op23.txt,https://win365onenote.myportfolio.com/,38,win365onenote.myportfolio.com,29,0,com,64.81965914,0.6,0.5229071,0.058177288,3,1,0,0,0,24,0.632,3,0.079,0,0,0,3,0.079,1,92,26898,1,win365onenotemyportfolio,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,3,2,0,2,0
842380.txt,https://www.kohanga.ac.nz,24,www.kohanga.ac.nz,17,0,nz,100,0.8,0.0019933,0.060297833,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,885,17354,1,kohagaac,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,4,6,61,0,7,1
452821.txt,https://www.breakinconvention.com,32,www.breakinconvention.com,25,0,com,100,1,0.5229071,0.065111309,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,3457,16780,1,breakinnvention,0,0,1,0,1,0,0,1,0,4,0,1,1,0,0,0,1,0,0,39,2,17,107,1,45,1
487072.txt,https://www.mod.police.uk,24,www.mod.police.uk,17,0,uk,100,0.7,0.028555,0.062198339,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,637,9381,1,modpolice,0,0,0,1,1,0,0,1,0,3,0,1,0,0,0,0,1,0,1,21,4,8,39,0,46,1
249145.txt,https://www.intergalacticeducation.com,37,www.intergalacticeducation.com,30,0,com,100,1,0.5229071,0.066045745,3,1,0,0,0,24,0.649,0,0,0,0,0,1,0.027,1,513,268,1,intergalacticeducation,100,100,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,20,3,6,129,2,65,1
8075189.txt,http://www.amazcecm-co-jp.amazaeon.chashouji.top/,49,www.amazcecm-co-jp.amazaeon.chashouji.top,41,0,top,27.62677329,0.303030303,0.0002752,0.060511562,3,3,0,0,0,32,0.653,0,0,0,0,0,6,0.122,0,2,537,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
mw55553.txt,http://www.millerm.cf,20,www.millerm.cf,14,0,cf,75.48209366,1,0.0001858,0.062117495,2,1,0,0,0,8,0.4,0,0,0,0,0,1,0.05,0,20,208,1,millerm,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8093410.txt,https://att-107248.weeblysite.com/,34,att-107248.weeblysite.com,25,0,com,66.69538462,0.80952381,0.5229071,0.044077496,3,1,0,0,0,16,0.471,6,0.176,0,0,0,4,0.118,1,68,80,1,att-107248weeblysite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw130423.txt,http://www.adlransna.ml,23,www.adlransna.ml,16,0,ml,60.14957265,1,0.0001306,0.059549542,2,1,0,0,0,11,0.478,0,0,0,0,0,1,0.043,0,20,210,1,adlransna,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8016597.txt,https://deep.forexworldoffim.repl.co/,36,deep.forexworldoffim.repl.co,28,0,co,36.04855735,0.64,0.0059772,0.056265105,2,2,0,0,0,25,0.694,0,0,0,0,0,3,0.083,1,104,385,1,deepforexworldoffimrepl,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0
oph02206.txt,https://archi.tn/post/bibaztgkmv4837,36,archi.tn,8,0,tn,35.64011098,1,0.0000991,0.041000887,2,0,0,0,0,21,0.583,4,0.111,0,0,0,3,0.083,1,15,155,1,archipostbibaztgkmv4837,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4023.txt,https://www.itiangioy.edu.it,27,www.itiangioy.edu.it,20,0,it,100,0.769230769,0.012178,0.057154768,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,1211,7308,1,tangoyedu,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,53,22,17,112,6,55,1
759324.txt,https://www.testingtheglobe.com,30,www.testingtheglobe.com,23,0,com,100,1,0.5229071,0.060815985,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,379,994,1,testingtheglobe,100,100,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,11,2,9,1,6,14,1
m2w00481.txt,https://www.packag.track-servic.karpati.wdsite.hu,48,www.packag.track-servic.karpati.wdsite.hu,41,0,hu,32.9629772,0.235294118,0.0022172,0.0535352,2,4,0,0,0,31,0.646,0,0,0,0,0,5,0.104,1,21,102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
561510.txt,https://www.yasminoku.tuxfamily.org,34,www.yasminoku.tuxfamily.org,27,0,org,100,0.526315789,0.0799628,0.050814984,3,2,0,0,0,20,0.588,0,0,0,0,0,2,0.059,1,1155,6710,1,yasminokutuxfamily,0,0,1,1,1,0,0,1,0,16,0,0,1,1,0,0,1,0,1,1,0,1,0,0,67,1
733752.txt,https://www.desotocountyonline.com,33,www.desotocountyonline.com,26,0,com,100,1,0.5229071,0.067842047,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,327,331,1,desotountyonline,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,8,3,4,1,3,36,1
mw7943.txt,http://www.judicialance.com,26,www.judicialance.com,20,0,com,73.44444444,1,0.5229071,0.062009596,3,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7591232.txt,https://nodemoh-31651.web.app/,29,nodemoh-31651.web.app,21,0,app,46.38218924,0.764705882,0.001502,0.040520595,3,1,0,0,0,13,0.448,5,0.172,0,0,0,3,0.103,1,48,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30555.txt,https://www.modbee.com,21,www.modbee.com,14,0,com,100,1,0.5229071,0.071418793,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,8690,15104,1,modbee,100,100,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,29,2,9,116,0,139,1
8000721.txt,https://v.ht/imeu?home-facebook-confirmation,43,v.ht,4,0,ht,25.32115449,1,0.0000247,0.061758812,2,0,0,0,0,30,0.698,0,0,0,1,0,4,0.116,1,66,240,1,vimeu?home-facebook-confirmatio,0,96.875,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
836345.txt,https://www.ruthmoody.com,24,www.ruthmoody.com,17,0,com,100,1,0.5229071,0.059843185,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,508,3661,1,ruthmoody,100,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,18,10,41,0,16,1
7972428.txt,https://consolesecudigital.web.app/,34,consolesecudigital.web.app,26,0,app,54.41595442,0.863636364,0.001502,0.058005085,3,1,0,0,0,24,0.706,0,0,0,0,0,2,0.059,1,29,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
226001.txt,https://www.aplwiki.com,22,www.aplwiki.com,15,0,com,100,1,0.5229071,0.053108652,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,340,1401,1,aplwiki,100,100,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,1,38,1,13,1
oph02951.txt,https://ing-mein.nervous-edison.170-187-224-61.plesk.page/main/login1/delogin/107.178.238.36,91,ing-mein.nervous-edison.170-187-224-61.plesk.page,49,0,page,12.10684274,0.25,0.0001446,0.040114047,4,3,0,0,0,45,0.495,22,0.242,0,0,0,16,0.176,1,11,143,1,ing-meinnervous-edison170-187-224-61pleskmainlogin1delogin1071782383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
237147.txt,https://www.kitlv.nl,19,www.kitlv.nl,12,0,nl,100,1,0.0082003,0.040947191,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1052,9381,1,kitlv,100,100,1,1,1,0,0,0,0,3,0,1,1,1,0,0,0,0,1,23,26,109,140,2,142,1
865766.txt,https://www.timebase.com.au,26,www.timebase.com.au,19,0,au,100,0.75,0.0100856,0.069793845,2,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,1321,1686,1,timebsecom,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,4,8,33,0,54,1
8124613.txt,https://jammpd7ujg.blob.core.windows.net/336bv7tega/8y7fcky4eg.html#0.17630179057881357,87,jammpd7ujg.blob.core.windows.net,32,0,net,24.33664477,0.321428571,0.0384199,0.030440394,3,3,0,0,0,44,0.506,26,0.299,0,0,0,9,0.103,1,4,119,0,0,0,1.369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8064182.txt,http://www.kuerennkaycoato.co.jp.kuercnnkayceata.ltvfag.top/ai/?authenticated=true&amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signin7512674f779447ec8be959a119cf4c6e9ea5b9ca,207,www.kuerennkaycoato.co.jp.kuercnnkayceata.ltvfag.top,52,0,top,7.206863891,0.363636364,0.0002752,0.047562391,3,5,0,0,0,140,0.676,26,0.126,5,2,0,23,0.145,0,475,779,1,kuerennkaycoatocojpkuercnnkayceataltvfagai?authenticated=true&amp;openidgpsigninx&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signin7512674f779447ec8be959a119cf4c6e9ea5b9ca,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,2,1,0,0,0,0
mw53726.txt,http://www.ubuixewr.ga,21,www.ubuixewr.ga,15,0,ga,56.19834711,1,0.0002256,0.038250885,2,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,20,209,1,ubuixewr,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460346.txt,https://www.gourmandises-epicees.com,35,www.gourmandises-epicees.com,28,0,com,100,0.65,0.5229071,0.065720562,3,1,0,0,0,21,0.6,0,0,0,0,0,2,0.057,1,1475,22438,1,gourmandises-epicees,100,100,0,0,1,0,0,1,10,3,1,1,1,1,0,0,0,0,1,67,15,34,147,4,184,1
240333.txt,https://www.totsukitoka-apps.com,31,www.totsukitoka-apps.com,24,0,com,100,0.75,0.5229071,0.058614089,3,1,0,0,0,17,0.548,0,0,0,0,0,2,0.065,1,277,263,1,totsukitoka-apps,100,100,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,58,4,5,14,1,24,1
461247.txt,https://www.molongui.com,23,www.molongui.com,16,0,com,100,1,0.5229071,0.066554006,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1505,8047,1,molongui,100,100,1,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,1,15,26,48,93,11,83,1
mw13143.txt,http://www.drivegooogle.publicvm.com,35,www.drivegooogle.publicvm.com,29,0,com,49.40307692,0.619047619,0.5229071,0.05720567,3,2,0,0,0,22,0.629,0,0,0,0,0,2,0.057,0,69,322,1,drivegoooglepublicvm,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0
393819.txt,https://www.mustila.fi,21,www.mustila.fi,14,0,fi,100,1,0.0027596,0.050835508,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1330,1889,1,mustila,100,100,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13,5,10,22,0,4,1
oph10471.txt,http://mail.deliverylifesupport.com/public/g32lzvp0lxf7tpzagzzryzdcrxin8kv3,75,mail.deliverylifesupport.com,28,0,com,22.33401033,0.833333333,0.5229071,0.03900903,3,1,0,0,0,58,0.773,6,0.08,0,0,0,4,0.053,0,13,123,1,maildeliverylifesupportpublicg32lzvp0lxf7tpzagzzryzdcrxin8kv3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
432381.txt,https://www.rce-cast.com,23,www.rce-cast.com,16,0,com,100,0.625,0.5229071,0.073855224,3,1,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,473,1076,1,rce-cast,100,100,1,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,1,13,8,7,45,0,16,1
685908.txt,https://www.banban.io,20,www.banban.io,13,0,io,100,1,0.0129268,0.055294864,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,309,194,1,banban,100,100,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,7,22,0,11,1
34035.txt,https://www.exporthub.com,24,www.exporthub.com,17,0,com,100,1,0.5229071,0.053766462,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,16955,1146,1,exporthub,100,100,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,152,16,13,1885,4,1919,1
783864.txt,https://www.transitsystems.com.au,32,www.transitsystems.com.au,25,0,au,100,0.833333333,0.0100856,0.063077154,2,2,0,0,0,18,0.562,0,0,0,0,0,2,0.062,1,2735,15168,1,trnsitsystemscom,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,31,10,19,103,0,13,1
mw5jan1322.txt,http://www.petare.fr,19,www.petare.fr,13,0,fr,72.72727273,1,0.0141483,0.059639969,2,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,11,78,1,petare,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw170656.txt,http://www.sellincrack.su,25,www.sellincrack.su,18,0,su,64.48979592,1,0.000402,0.057268592,2,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861274.txt,https://www.danvilleky.org,25,www.danvilleky.org,18,0,org,100,1,0.0799628,0.051064136,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,2213,962,1,danvilleky,100,100,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,31,15,58,0,5,1
8072371.txt,https://olx-pl.2738229.xyz,26,olx-pl.2738229.xyz,18,0,xyz,34.17803769,0.785714286,0.0017496,0.016573172,3,1,0,0,0,8,0.308,7,0.269,0,0,0,3,0.115,1,136,330,1,olx-pl2738229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,8,0
8043842.txt,https://sj67-fe3.web.app/,25,sj67-fe3.web.app,16,0,app,54.82536765,0.5,0.001502,0.032522194,3,1,0,0,0,10,0.4,3,0.12,0,0,0,4,0.16,1,108,8125,1,sj67-fe3web,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
mw73601.txt,http://www.branchwallet.com,26,www.branchwallet.com,20,0,com,77.47020377,1,0.5229071,0.058472769,3,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,8,38,1,branchwallet,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
391963.txt,https://www.sansebastianwinery.com,33,www.sansebastianwinery.com,26,0,com,100,1,0.5229071,0.061469268,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,641,579,1,sansebastianwinery,100,100,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,39,3,12,45,2,15,1
8047381.txt,https://file-share-from-rita-folder-view.web.app/,49,file-share-from-rita-folder-view.web.app,40,0,app,28.47256098,0.194444444,0.001502,0.054457024,3,1,0,0,0,33,0.673,0,0,0,0,0,8,0.163,1,44,117,1,file-share-from-rita-folder-viewweb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
240861.txt,https://www.grana.capital,24,www.grana.capital,17,0,capital,100,1,0.0000483,0.062738434,7,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1047,720,1,grana,100,100,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,0,8,5,19,0,0,21,1
7905828.txt,https://sbcglobalverification120.yolasite.com/,45,sbcglobalverification120.yolasite.com,37,0,com,47.96432279,0.757575758,0.5229071,0.055863409,3,1,0,0,0,32,0.711,3,0.067,0,0,0,2,0.044,1,50,89,1,sbcglobalverification120yolasite,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
684723.txt,https://www.plantanswers.com,27,www.plantanswers.com,20,0,com,100,1,0.5229071,0.06071776,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,442,533,1,plantanswers,100,100,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,9,1,2,62,0,20,1
698396.txt,https://www.shangyexinzhi.com,28,www.shangyexinzhi.com,21,0,com,100,1,0.5229071,0.049444185,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,2205,303,1,shangyexinzhi,100,100,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,211,10,45,131,0,201,1
8117533.txt,http://2629932.bm494174.web.hosting-test.net/orange.fr,54,2629932.bm494174.web.hosting-test.net,37,0,net,20.89710884,0.454545455,0.0384199,0.039143199,3,3,0,0,0,27,0.5,13,0.241,0,0,0,7,0.13,0,9,105,1,2629932bm494174webhosting-testorangefr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
585083.txt,https://www.aromaleighcosmetics.com,34,www.aromaleighcosmetics.com,27,0,com,100,1,0.5229071,0.068623799,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,8921,27767,1,aromaleighsmetics,0,0,1,0,1,1,0,1,0,19,0,1,1,1,1,1,1,0,1,109,6,32,360,1,88,1
809183.txt,https://www.flixbus.pl,21,www.flixbus.pl,14,0,pl,100,1,0.0069695,0.032477884,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,2231,1309,1,flixbus,100,100,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,22,4,10,145,0,80,1
646231.txt,https://www.chiulan.com,22,www.chiulan.com,15,0,com,100,1,0.5229071,0.06099755,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,202,150,1,chiulan,100,100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,3,2,0,3,13,1
8054805.txt,https://activation.dwsakvd.cn/,30,activation.dwsakvd.cn,21,0,cn,63.43022057,0.611111111,0.0033218,0.053106457,2,1,0,0,0,19,0.633,0,0,0,0,0,3,0.1,1,26,76,1,activationdwsakvd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
87337.txt,https://www.cnn.co.jp,20,www.cnn.co.jp,13,0,jp,100,0.666666667,0.0230451,0.061476768,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,878,804,1,cnnco,0,0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,42,2,15,90,0,20,1
757968.txt,https://www.procosound.com,25,www.procosound.com,18,0,com,100,1,0.5229071,0.068121162,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,762,472,1,prosound,0,0,1,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,30,1,7,168,2,13,1
8011584.txt,https://dweb.link/ipfs/qmfxxsvapnbs2zqsrqswemasdsnrbcatqoawaolwtf5le1/index.html?email,85,dweb.link,9,0,link,11.79686915,1,0.0003306,0.044637968,4,0,0,0,0,68,0.8,3,0.035,0,1,0,5,0.071,1,9,94,1,dwebipfsqmfxxsvapnbs2zqsrqswemasdsnrbcatqoawaolwtf5le1indexhtml?emai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484952.txt,https://www.aspectofsport.co.uk,30,www.aspectofsport.co.uk,23,0,uk,100,0.875,0.028555,0.062740968,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,11029,9663,1,aspectofsportco,0,0,1,1,1,0,0,0,0,2,0,1,1,1,1,1,1,0,0,62,12,14,220,4,222,1
46091.txt,https://www.ultrawebmarketing.com,32,www.ultrawebmarketing.com,25,0,com,100,1,0.5229071,0.057203984,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1822,13888,1,ultrawebmarketing,100,100,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,32,22,32,96,0,133,1
387785.txt,https://www.staatsschauspiel-dresden.de,38,www.staatsschauspiel-dresden.de,31,0,de,100,0.708333333,0.0326503,0.057130795,2,1,0,0,0,24,0.632,0,0,0,0,0,2,0.053,1,1098,14170,1,staatsschauspiel-resen,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,2,41,6,29,1
555369.txt,https://www.mmmonogramming.com,29,www.mmmonogramming.com,22,0,com,100,1,0.5229071,0.066695555,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,746,448,1,mmmonogramming,100,100,0,0,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,10,9,11,16,3,14,1
13802.txt,https://www.tune.com,19,www.tune.com,12,0,com,100,1,0.5229071,0.068207766,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,623,9381,1,tune,100,100,0,1,1,0,0,1,0,2,0,1,1,0,0,0,1,0,1,8,11,24,95,21,122,1
243660.txt,https://www.swnbk.com,20,www.swnbk.com,13,0,com,100,1,0.5229071,0.048294424,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1601,2181,1,swnbk,100,100,1,0,1,1,0,0,1,4,0,1,0,1,1,1,1,0,1,17,5,11,49,1,16,1
mw39781.txt,http://www.smtp.yahoodaily.com,29,www.smtp.yahoodaily.com,23,0,com,57.00831025,0.733333333,0.5229071,0.057977841,3,2,0,0,0,16,0.552,0,0,0,0,0,2,0.069,0,2,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750834.txt,https://www.russianisland.ru,27,www.russianisland.ru,20,0,ru,100,1,0.0180132,0.057191403,2,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,530,975,1,ussianisland,92.30769231,92.30769231,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,21,5,11,82,0,6,1
15507.txt,https://www.american.edu,23,www.american.edu,16,0,edu,100,1,0.0115013,0.068976983,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1953,1010,1,american,100,100,1,0,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,48,13,14,93,0,31,1
8052516.txt,https://hsuyb1.firebaseapp.com/,31,hsuyb1.firebaseapp.com,22,0,com,53.45833333,0.722222222,0.5229071,0.049873614,3,1,0,0,0,19,0.613,1,0.032,0,0,0,3,0.097,1,108,8125,1,hsuyb1firebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
mw211970.txt,http://www.katyremodelingpros.com,33,www.katyremodelingpros.com,26,0,com,54.5095221,1,0.5229071,0.060739831,3,1,0,0,0,21,0.636,0,0,0,0,0,1,0.03,0,2,2826,1,katyremodelingpros,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
8039409.txt,https://www-rakuten-card-co-jp.ng84k.com/pc/login.php,53,www-rakuten-card-co-jp.ng84k.com,32,0,com,31.56629093,0.357142857,0.5229071,0.046809015,3,1,0,0,0,34,0.642,2,0.038,0,0,0,9,0.17,1,106,2521,1,www-rakuten-card-co-jpng84kpcloginphp,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
97950.txt,https://www.nationalgrideso.com,30,www.nationalgrideso.com,23,0,com,100,1,0.5229071,0.06754757,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,3494,36376,1,nationalgrideso,100,100,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,1,1,13,4,11,187,0,22,1
28625.txt,https://www.indianapolismotorspeedway.com,40,www.indianapolismotorspeedway.com,33,0,com,100,1,0.5229071,0.062171814,3,1,0,0,0,27,0.675,0,0,0,0,0,1,0.025,1,2308,4842,1,indianapolismotorspeedway,100,100,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,112,0,16,157,3,91,1
8035260.txt,https://ask-managementtraining.de/loginwebmailionos.html,55,ask-managementtraining.de,25,0,de,29.80087868,0.863636364,0.0326503,0.060332047,2,0,0,0,0,43,0.782,0,0,0,0,0,4,0.073,1,37,2317,1,ask-managementtrainingloginwebmailionoshtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
397785.txt,https://www.kcchamber.com,24,www.kcchamber.com,17,0,com,100,1,0.5229071,0.061669059,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1058,1796,1,kcchamber,100,100,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,67,3,9,66,1,32,1
122392.txt,https://www.yementimes.com,25,www.yementimes.com,18,0,com,100,1,0.5229071,0.067697564,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,320,519,1,yementimes,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,10,6,8,0,3,6,1
459934.txt,https://www.brandyclarkmusic.com,31,www.brandyclarkmusic.com,24,0,com,100,1,0.5229071,0.055751523,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,7689,663,1,brandyclarkmusic,100,100,1,1,1,0,0,1,0,7,0,1,1,1,0,0,0,0,1,23,23,20,29,0,54,1
